title:instagram, start timestamp:1698692528.452534, stop timestamp:1698692589.634830, headset type:INSIGHT, headset serial:5A688E18, headset firmware:926, channels:53, sampling rate:eeg_128;pow_8, samples:7765      , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1698692528.452534,1698692528.454097,67.000000,0.000000,4470.256348,4281.025879,4193.333496,4253.846191,4224.615234,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.460414,1698692528.461877,68.000000,0.000000,4523.077148,4276.922852,4176.410156,4246.666504,4235.897461,268.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.468295,1698692528.469657,69.000000,0.000000,4561.538574,4283.077148,4184.615234,4248.205078,4233.333496,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.476175,1698692528.477438,70.000000,0.000000,4563.077148,4272.820313,4185.128418,4240.512695,4228.717773,272.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.484055,1698692528.485218,71.000000,0.000000,4563.077148,4278.974121,4176.410156,4249.743652,4233.333496,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.491935,1698692528.492998,72.000000,0.000000,4548.205078,4283.077148,4175.384766,4245.128418,4233.333496,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.499815,1698692528.500979,73.000000,0.000000,4523.589844,4276.922852,4192.307617,4227.692383,4222.563965,312.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.507696,1698692528.508959,74.000000,0.000000,4508.205078,4285.128418,4198.974121,4243.077148,4214.871582,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.515576,1698692528.516739,75.000000,0.000000,4475.384766,4289.230957,4182.051270,4252.307617,4226.153809,0.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.523456,1698692528.524519,76.000000,0.000000,4458.461426,4301.538574,4192.307617,4255.897461,4237.948730,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.531336,1698692528.532300,77.000000,0.000000,4447.179688,4299.487305,4202.563965,4259.487305,4235.897461,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,1.000000,33.333332,2.000000,2.000000,2.000000,4.000000,0.000000,52.495926,18.823599,2.477591,0.695227,0.413296,6.554514,1.876534,2.612268,0.488844,0.696275,9.178611,3.343362,2.261941,0.819144,0.541101,4.602046,2.731281,2.447405,0.588227,0.788816,0.482327,0.354576,0.389079,0.153564,0.129155
1698692528.539217,1698692528.540080,78.000000,0.000000,4431.282227,4285.128418,4206.153809,4257.948730,4234.358887,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.547097,1698692528.548060,79.000000,0.000000,4414.871582,4287.179688,4216.410156,4266.666504,4236.922852,0.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.554977,1698692528.556040,80.000000,0.000000,4370.256348,4272.820313,4203.077148,4267.692383,4236.410156,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.562858,1698692528.564021,81.000000,0.000000,4353.846191,4268.717773,4198.974121,4271.282227,4235.897461,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698692528.570738,1698692528.572001,82.000000,0.000000,4361.538574,4272.820313,4198.461426,4265.128418,4235.897461,450.000000,0.000000,13.000000,,,,0.000000,2.000000,2.000000,2.000000,4.000000,0.000000,33.333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
